r,g_r,pair_counts,shell_volume,coordination_number
3.5875000000000004,0.0,0.0,4.043295195017016,2.75
3.6125,6.585616648747549,1.0,4.099843862781605,2.875
3.6375,0.0,0.0,4.156785229628002,2.875
3.6625000000000005,0.0,0.0,4.21411929555594,2.875
3.6875,0.0,0.0,4.2718460605656565,2.875
3.7125000000000004,0.0,0.0,4.329965524657062,2.875
3.7375,6.15247516806898,1.0,4.388477687830187,3.0
3.7625,0.0,0.0,4.447382550085061,3.0
3.7875000000000005,0.0,0.0,4.506680111421506,3.0
3.8125,0.0,0.0,4.5663703718396995,3.0
3.8375000000000004,0.0,0.0,4.626453331339582,3.0
3.8625,0.0,0.0,4.686928989921214,3.0
3.8875,0.0,0.0,4.747797347584595,3.0
3.9125000000000005,0.0,0.0,4.809058404329516,3.0
3.9375,0.0,0.0,4.870712160156186,3.0
3.9625000000000004,0.0,0.0,4.932758615064606,3.0
3.9875,0.0,0.0,4.995197769054715,3.0
